year,quarter_label,state,average_price_rm,property_type,source_file,quarter
2012,Q1,Sabah,309195.11,Terraced house,terraced_by_state.xlsx,1
2012,Q1,Sarawak,298270.66,All houses,all_houses_by_state.xlsx,1
2012,Q1,Sarawak,398996.06,Detached house,detached_by_state.xlsx,1
2012,Q1,Sarawak,361205.1190940766,Semi-detached house,semi_detached_by_state.xlsx,1
2012,Q1,Sarawak,214140.29,Terraced house,terraced_by_state.xlsx,1
2012,Q1,Selangor,293788.51,All houses,all_houses_by_state.xlsx,1
2012,Q1,Selangor,504383.99,Detached house,detached_by_state.xlsx,1
2012,Q1,Selangor,757360.6,Semi-detached house,semi_detached_by_state.xlsx,1
2012,Q1,Selangor,305071.09,Terraced house,terraced_by_state.xlsx,1
2012,Q1,Terengganu,195190.2444738893,All houses,all_houses_by_state.xlsx,1
2012,Q1,Terengganu,227454.63,Detached house,detached_by_state.xlsx,1
2012,Q1,Terengganu,238468.48,Semi-detached house,semi_detached_by_state.xlsx,1
2012,Q1,Terengganu,134977.42,Terraced house,terraced_by_state.xlsx,1
2012,Q2,Johor,185408.86,All houses,all_houses_by_state.xlsx,2
2012,Q2,Johor,241448.02,Detached house,detached_by_state.xlsx,2
2012,Q2,Johor,480640.3,Semi-detached house,semi_detached_by_state.xlsx,2
2012,Q2,Johor,151196.39,Terraced house,terraced_by_state.xlsx,2
2012,Q2,Kedah,144081.76,All houses,all_houses_by_state.xlsx,2
2012,Q2,Kedah,274170.81,Detached house,detached_by_state.xlsx,2
2012,Q2,Kedah,199834.76,Semi-detached house,semi_detached_by_state.xlsx,2
2012,Q2,Kedah,113126.5,Terraced house,terraced_by_state.xlsx,2
2012,Q2,Kelantan,123099.94781651376,All houses,all_houses_by_state.xlsx,2
2012,Q2,Kelantan,84726.74,Detached house,detached_by_state.xlsx,2
2012,Q2,Kelantan,222882.5563123236,Semi-detached house,semi_detached_by_state.xlsx,2
2012,Q2,Kelantan,137292.74,Terraced house,terraced_by_state.xlsx,2
2012,Q2,Kuala Lumpur,486716.24,All houses,all_houses_by_state.xlsx,2
2012,Q2,Kuala Lumpur,2462508.23,Detached house,detached_by_state.xlsx,2
2012,Q2,Kuala Lumpur,1649157.36,Semi-detached house,semi_detached_by_state.xlsx,2
2012,Q2,Kuala Lumpur,479165.23,Terraced house,terraced_by_state.xlsx,2
2012,Q2,Melaka,121228.15,All houses,all_houses_by_state.xlsx,2
2012,Q2,Melaka,209578.32,Detached house,detached_by_state.xlsx,2
2012,Q2,Melaka,279958.92,Semi-detached house,semi_detached_by_state.xlsx,2
2012,Q2,Melaka,101220.65,Terraced house,terraced_by_state.xlsx,2
2012,Q2,Negeri Sembilan,158643.53,All houses,all_houses_by_state.xlsx,2
2012,Q2,Negeri Sembilan,293439.92,Detached house,detached_by_state.xlsx,2
2012,Q2,Negeri Sembilan,262710.57,Semi-detached house,semi_detached_by_state.xlsx,2
2012,Q2,Negeri Sembilan,131032.49,Terraced house,terraced_by_state.xlsx,2
2012,Q2,Pahang,175847.12,All houses,all_houses_by_state.xlsx,2
2012,Q2,Pahang,198391.4227805222,Detached house,detached_by_state.xlsx,2
2012,Q2,Pahang,258401.87,Semi-detached house,semi_detached_by_state.xlsx,2
2012,Q2,Pahang,159429.54,Terraced house,terraced_by_state.xlsx,2
2012,Q2,Penang,274360.68,All houses,all_houses_by_state.xlsx,2
2012,Q2,Penang,416628.11,Detached house,detached_by_state.xlsx,2
2012,Q2,Penang,406119.86,Semi-detached house,semi_detached_by_state.xlsx,2
2012,Q2,Penang,314851.59,Terraced house,terraced_by_state.xlsx,2
2012,Q2,Perak,137165.75,All houses,all_houses_by_state.xlsx,2
2012,Q2,Perak,137369.13,Detached house,detached_by_state.xlsx,2
2012,Q2,Perak,239803.49,Semi-detached house,semi_detached_by_state.xlsx,2
2012,Q2,Perak,123873.73,Terraced house,terraced_by_state.xlsx,2
2012,Q2,Perlis,131863.28,All houses,all_houses_by_state.xlsx,2
2012,Q2,Perlis,270167.2281984786,Semi-detached house,semi_detached_by_state.xlsx,2
2012,Q2,Perlis,108777.55,Terraced house,terraced_by_state.xlsx,2
2012,Q2,Sabah,315154.53,All houses,all_houses_by_state.xlsx,2
2012,Q2,Sabah,513369.55,Detached house,detached_by_state.xlsx,2
2012,Q2,Sabah,542274.49,Semi-detached house,semi_detached_by_state.xlsx,2
2012,Q2,Sabah,296993.75,Terraced house,terraced_by_state.xlsx,2
2012,Q2,Sarawak,297040.03,All houses,all_houses_by_state.xlsx,2
2012,Q2,Sarawak,387971.61,Detached house,detached_by_state.xlsx,2
2012,Q2,Sarawak,372898.81,Semi-detached house,semi_detached_by_state.xlsx,2
2012,Q2,Sarawak,222299.72,Terraced house,terraced_by_state.xlsx,2
2012,Q2,Selangor,315746.73,All houses,all_houses_by_state.xlsx,2
2012,Q2,Selangor,590979.06,Detached house,detached_by_state.xlsx,2
2012,Q2,Selangor,784314.87,Semi-detached house,semi_detached_by_state.xlsx,2
2012,Q2,Selangor,325322.03,Terraced house,terraced_by_state.xlsx,2
2012,Q2,Terengganu,202121.94,All houses,all_houses_by_state.xlsx,2
2012,Q2,Terengganu,247325.39,Detached house,detached_by_state.xlsx,2
2012,Q2,Terengganu,250197.54,Semi-detached house,semi_detached_by_state.xlsx,2
2012,Q2,Terengganu,136174.86,Terraced house,terraced_by_state.xlsx,2
2012,Q3,Johor,189177.82,All houses,all_houses_by_state.xlsx,3
2012,Q3,Johor,279494.84,Detached house,detached_by_state.xlsx,3
2012,Q3,Johor,492073.37,Semi-detached house,semi_detached_by_state.xlsx,3
2012,Q3,Johor,158377.8979219678,Terraced house,terraced_by_state.xlsx,3
2012,Q3,Kedah,149686.05,All houses,all_houses_by_state.xlsx,3
2012,Q3,Kedah,298812.68,Detached house,detached_by_state.xlsx,3
2012,Q3,Kedah,204272.14,Semi-detached house,semi_detached_by_state.xlsx,3
2012,Q3,Kedah,117671.99,Terraced house,terraced_by_state.xlsx,3
2012,Q3,Kelantan,124701.62,All houses,all_houses_by_state.xlsx,3
2012,Q3,Kelantan,96198.12,Detached house,detached_by_state.xlsx,3
2012,Q3,Kelantan,203193.96,Semi-detached house,semi_detached_by_state.xlsx,3
2012,Q3,Kelantan,145038.17,Terraced house,terraced_by_state.xlsx,3
2012,Q3,Kuala Lumpur,499872.73,All houses,all_houses_by_state.xlsx,3
2012,Q3,Kuala Lumpur,2632437.3,Detached house,detached_by_state.xlsx,3
2012,Q3,Kuala Lumpur,1540347.01,Semi-detached house,semi_detached_by_state.xlsx,3
2012,Q3,Kuala Lumpur,501302.37,Terraced house,terraced_by_state.xlsx,3
2012,Q3,Melaka,119303.14018691589,All houses,all_houses_by_state.xlsx,3
2012,Q3,Melaka,238865.55,Detached house,detached_by_state.xlsx,3
2012,Q3,Melaka,296544.91,Semi-detached house,semi_detached_by_state.xlsx,3
2012,Q3,Melaka,102322.53,Terraced house,terraced_by_state.xlsx,3
2012,Q3,Negeri Sembilan,158378.03,All houses,all_houses_by_state.xlsx,3
2012,Q3,Negeri Sembilan,285857.85,Detached house,detached_by_state.xlsx,3
2012,Q3,Negeri Sembilan,258776.72,Semi-detached house,semi_detached_by_state.xlsx,3
2012,Q3,Negeri Sembilan,132886.34,Terraced house,terraced_by_state.xlsx,3
2012,Q3,Pahang,170452.57,All houses,all_houses_by_state.xlsx,3
2012,Q3,Pahang,171206.24,Detached house,detached_by_state.xlsx,3
2012,Q3,Pahang,266204.18,Semi-detached house,semi_detached_by_state.xlsx,3
2012,Q3,Pahang,157231.47,Terraced house,terraced_by_state.xlsx,3
2012,Q3,Penang,281704.97,All houses,all_houses_by_state.xlsx,3
2012,Q3,Penang,367754.66,Detached house,detached_by_state.xlsx,3
2012,Q3,Penang,382165.56,Semi-detached house,semi_detached_by_state.xlsx,3
2012,Q3,Penang,341570.22,Terraced house,terraced_by_state.xlsx,3
2012,Q3,Perak,143476.86,All houses,all_houses_by_state.xlsx,3
2012,Q3,Perak,145893.17,Detached house,detached_by_state.xlsx,3
2012,Q3,Perak,257053.97,Semi-detached house,semi_detached_by_state.xlsx,3
2012,Q3,Perak,128314.98,Terraced house,terraced_by_state.xlsx,3
2012,Q3,Perlis,127741.49,All houses,all_houses_by_state.xlsx,3
2012,Q3,Perlis,247531.03,Semi-detached house,semi_detached_by_state.xlsx,3
2012,Q3,Perlis,101644.48,Terraced house,terraced_by_state.xlsx,3
2012,Q3,Sabah,337383.59,All houses,all_houses_by_state.xlsx,3
2012,Q3,Sabah,525396.96,Detached house,detached_by_state.xlsx,3
2012,Q3,Sabah,544105.8,Semi-detached house,semi_detached_by_state.xlsx,3
2012,Q3,Sabah,335102.35,Terraced house,terraced_by_state.xlsx,3
2012,Q3,Sarawak,295657.15,All houses,all_houses_by_state.xlsx,3
2012,Q3,Sarawak,346823.27,Detached house,detached_by_state.xlsx,3
2012,Q3,Sarawak,372546.43,Semi-detached house,semi_detached_by_state.xlsx,3
2012,Q3,Sarawak,230577.63,Terraced house,terraced_by_state.xlsx,3
2012,Q3,Selangor,322794.34,All houses,all_houses_by_state.xlsx,3
2012,Q3,Selangor,554615.35,Detached house,detached_by_state.xlsx,3
2012,Q3,Selangor,788000.11,Semi-detached house,semi_detached_by_state.xlsx,3
2012,Q3,Selangor,336401.51,Terraced house,terraced_by_state.xlsx,3
2012,Q3,Terengganu,205489.99,All houses,all_houses_by_state.xlsx,3
2012,Q3,Terengganu,260051.44,Detached house,detached_by_state.xlsx,3
2012,Q3,Terengganu,245955.6,Semi-detached house,semi_detached_by_state.xlsx,3
2012,Q3,Terengganu,136784.28,Terraced house,terraced_by_state.xlsx,3
2012,Q4,Johor,212351.15346733667,All houses,all_houses_by_state.xlsx,4
2012,Q4,Johor,314311.17,Detached house,detached_by_state.xlsx,4
2012,Q4,Johor,547153.05,Semi-detached house,semi_detached_by_state.xlsx,4
2012,Q4,Johor,168765.43616624258,Terraced house,terraced_by_state.xlsx,4
2012,Q4,Kedah,150783.61,All houses,all_houses_by_state.xlsx,4
2012,Q4,Kedah,300344.29,Detached house,detached_by_state.xlsx,4
2012,Q4,Kedah,212298.38,Semi-detached house,semi_detached_by_state.xlsx,4
2012,Q4,Kedah,116156.54,Terraced house,terraced_by_state.xlsx,4
2012,Q4,Kelantan,135289.66753488375,All houses,all_houses_by_state.xlsx,4
2012,Q4,Kelantan,91088.07,Detached house,detached_by_state.xlsx,4
2012,Q4,Kelantan,230229.32,Semi-detached house,semi_detached_by_state.xlsx,4
2012,Q4,Kelantan,160292.601903172,Terraced house,terraced_by_state.xlsx,4
2012,Q4,Kuala Lumpur,551142.51,All houses,all_houses_by_state.xlsx,4
2012,Q4,Kuala Lumpur,2739026.06,Detached house,detached_by_state.xlsx,4
2012,Q4,Kuala Lumpur,2187521.21,Semi-detached house,semi_detached_by_state.xlsx,4
2012,Q4,Kuala Lumpur,546030.51,Terraced house,terraced_by_state.xlsx,4
2012,Q4,Melaka,125367.53271028037,All houses,all_houses_by_state.xlsx,4
2012,Q4,Melaka,241747.67,Detached house,detached_by_state.xlsx,4
2012,Q4,Melaka,287607.04,Semi-detached house,semi_detached_by_state.xlsx,4
2012,Q4,Melaka,108895.05,Terraced house,terraced_by_state.xlsx,4
2012,Q4,Negeri Sembilan,164216.74,All houses,all_houses_by_state.xlsx,4
2012,Q4,Negeri Sembilan,277824.4,Detached house,detached_by_state.xlsx,4
2012,Q4,Negeri Sembilan,267252.59,Semi-detached house,semi_detached_by_state.xlsx,4
2012,Q4,Negeri Sembilan,140512.07,Terraced house,terraced_by_state.xlsx,4
2012,Q4,Pahang,178873.52,All houses,all_houses_by_state.xlsx,4
2012,Q4,Pahang,184876.99,Detached house,detached_by_state.xlsx,4
2012,Q4,Pahang,279810.89,Semi-detached house,semi_detached_by_state.xlsx,4
2012,Q4,Pahang,163606.22,Terraced house,terraced_by_state.xlsx,4
2012,Q4,Penang,289682.25,All houses,all_houses_by_state.xlsx,4
2012,Q4,Penang,381573.94,Detached house,detached_by_state.xlsx,4
2012,Q4,Penang,419808.96,Semi-detached house,semi_detached_by_state.xlsx,4
2012,Q4,Penang,340848.52,Terraced house,terraced_by_state.xlsx,4
2012,Q4,Perak,147945.7,All houses,all_houses_by_state.xlsx,4
2012,Q4,Perak,156379.06,Detached house,detached_by_state.xlsx,4
2012,Q4,Perak,258102.0,Semi-detached house,semi_detached_by_state.xlsx,4
2012,Q4,Perak,131981.06,Terraced house,terraced_by_state.xlsx,4
2012,Q4,Perlis,131175.79,All houses,all_houses_by_state.xlsx,4
2012,Q4,Perlis,254735.04,Semi-detached house,semi_detached_by_state.xlsx,4
2012,Q4,Perlis,104257.53,Terraced house,terraced_by_state.xlsx,4
2012,Q4,Sabah,330198.04,All houses,all_houses_by_state.xlsx,4
2012,Q4,Sabah,470765.66,Detached house,detached_by_state.xlsx,4
2012,Q4,Sabah,528641.9,Semi-detached house,semi_detached_by_state.xlsx,4
2012,Q4,Sabah,329902.22,Terraced house,terraced_by_state.xlsx,4
2012,Q4,Sarawak,329204.67,All houses,all_houses_by_state.xlsx,4
2012,Q4,Sarawak,427983.05,Detached house,detached_by_state.xlsx,4
2012,Q4,Sarawak,416901.55,Semi-detached house,semi_detached_by_state.xlsx,4
2012,Q4,Sarawak,244452.57,Terraced house,terraced_by_state.xlsx,4
2012,Q4,Selangor,319900.79,All houses,all_houses_by_state.xlsx,4
2012,Q4,Selangor,591222.19,Detached house,detached_by_state.xlsx,4
2012,Q4,Selangor,826537.11,Semi-detached house,semi_detached_by_state.xlsx,4
2012,Q4,Selangor,322229.34,Terraced house,terraced_by_state.xlsx,4
2012,Q4,Terengganu,208647.33,All houses,all_houses_by_state.xlsx,4
2012,Q4,Terengganu,260605.08,Detached house,detached_by_state.xlsx,4
2012,Q4,Terengganu,257138.25,Semi-detached house,semi_detached_by_state.xlsx,4
2012,Q4,Terengganu,137044.59,Terraced house,terraced_by_state.xlsx,4
2013,Q1,Johor,217343.98,All houses,all_houses_by_state.xlsx,1
2013,Q1,Johor,297625.47,Detached house,detached_by_state.xlsx,1
2013,Q1,Johor,585376.21,Semi-detached house,semi_detached_by_state.xlsx,1
2013,Q1,Johor,175353.68,Terraced house,terraced_by_state.xlsx,1
2013,Q1,Kedah,158044.37,All houses,all_houses_by_state.xlsx,1
2013,Q1,Kedah,308617.08,Detached house,detached_by_state.xlsx,1
2013,Q1,Kedah,211222.3,Semi-detached house,semi_detached_by_state.xlsx,1
2013,Q1,Kedah,126441.04,Terraced house,terraced_by_state.xlsx,1
2013,Q1,Kelantan,140783.66418604652,All houses,all_houses_by_state.xlsx,1
2013,Q1,Kelantan,88726.53,Detached house,detached_by_state.xlsx,1
2013,Q1,Kelantan,237937.83,Semi-detached house,semi_detached_by_state.xlsx,1
2013,Q1,Kelantan,173430.32,Terraced house,terraced_by_state.xlsx,1
2013,Q1,Kuala Lumpur,554754.14,All houses,all_houses_by_state.xlsx,1
2013,Q1,Kuala Lumpur,3077935.33,Detached house,detached_by_state.xlsx,1
2013,Q1,Kuala Lumpur,1802955.14,Semi-detached house,semi_detached_by_state.xlsx,1
2013,Q1,Kuala Lumpur,528029.53,Terraced house,terraced_by_state.xlsx,1
2013,Q1,Melaka,131111.72737420385,All houses,all_houses_by_state.xlsx,1
2013,Q1,Melaka,232829.1,Detached house,detached_by_state.xlsx,1
2013,Q1,Melaka,287562.23,Semi-detached house,semi_detached_by_state.xlsx,1
2013,Q1,Melaka,114974.31875210792,Terraced house,terraced_by_state.xlsx,1
2013,Q1,Negeri Sembilan,165013.78,All houses,all_houses_by_state.xlsx,1
2013,Q1,Negeri Sembilan,294932.82,Detached house,detached_by_state.xlsx,1
2013,Q1,Negeri Sembilan,267480.57,Semi-detached house,semi_detached_by_state.xlsx,1
2013,Q1,Negeri Sembilan,138253.76,Terraced house,terraced_by_state.xlsx,1
2013,Q1,Pahang,175991.07,All houses,all_houses_by_state.xlsx,1
2013,Q1,Pahang,191962.09,Detached house,detached_by_state.xlsx,1
2013,Q1,Pahang,260214.85,Semi-detached house,semi_detached_by_state.xlsx,1
2013,Q1,Pahang,160452.65,Terraced house,terraced_by_state.xlsx,1
2013,Q1,Penang,296500.61,All houses,all_houses_by_state.xlsx,1
2013,Q1,Penang,443138.28,Detached house,detached_by_state.xlsx,1
2013,Q1,Penang,412360.51,Semi-detached house,semi_detached_by_state.xlsx,1
2013,Q1,Penang,352543.79,Terraced house,terraced_by_state.xlsx,1
2013,Q1,Perak,146605.62,All houses,all_houses_by_state.xlsx,1
2013,Q1,Perak,139423.23,Detached house,detached_by_state.xlsx,1
2013,Q1,Perak,261212.83,Semi-detached house,semi_detached_by_state.xlsx,1
2013,Q1,Perak,133295.85,Terraced house,terraced_by_state.xlsx,1
2013,Q1,Perlis,131925.59,All houses,all_houses_by_state.xlsx,1
2013,Q1,Perlis,262747.52,Semi-detached house,semi_detached_by_state.xlsx,1
2013,Q1,Perlis,103425.1,Terraced house,terraced_by_state.xlsx,1
2013,Q1,Sabah,350064.72,All houses,all_houses_by_state.xlsx,1
2013,Q1,Sabah,481521.04,Detached house,detached_by_state.xlsx,1
2013,Q1,Sabah,537309.4,Semi-detached house,semi_detached_by_state.xlsx,1
2013,Q1,Sabah,341599.57,Terraced house,terraced_by_state.xlsx,1
2013,Q1,Sarawak,336693.21,All houses,all_houses_by_state.xlsx,1
2013,Q1,Sarawak,450928.26,Detached house,detached_by_state.xlsx,1
2013,Q1,Sarawak,428112.38,Semi-detached house,semi_detached_by_state.xlsx,1
2013,Q1,Sarawak,245410.8,Terraced house,terraced_by_state.xlsx,1
2013,Q1,Selangor,317955.07,All houses,all_houses_by_state.xlsx,1
2013,Q1,Selangor,596805.7209054662,Detached house,detached_by_state.xlsx,1
2013,Q1,Selangor,837802.83,Semi-detached house,semi_detached_by_state.xlsx,1
2013,Q1,Selangor,322335.41,Terraced house,terraced_by_state.xlsx,1
2013,Q1,Terengganu,215851.51,All houses,all_houses_by_state.xlsx,1
2013,Q1,Terengganu,273982.34,Detached house,detached_by_state.xlsx,1
2013,Q1,Terengganu,255790.91,Semi-detached house,semi_detached_by_state.xlsx,1
2013,Q1,Terengganu,144619.52,Terraced house,terraced_by_state.xlsx,1
2013,Q2,Johor,230374.44,All houses,all_houses_by_state.xlsx,2
2013,Q2,Johor,308172.12,Detached house,detached_by_state.xlsx,2
2013,Q2,Johor,630873.8751769605,Semi-detached house,semi_detached_by_state.xlsx,2
2013,Q2,Johor,183854.21,Terraced house,terraced_by_state.xlsx,2
2013,Q2,Kedah,159299.62,All houses,all_houses_by_state.xlsx,2
2013,Q2,Kedah,320753.0,Detached house,detached_by_state.xlsx,2
2013,Q2,Kedah,221796.06,Semi-detached house,semi_detached_by_state.xlsx,2
2013,Q2,Kedah,123374.4,Terraced house,terraced_by_state.xlsx,2
2013,Q2,Kelantan,139867.99807751938,All houses,all_houses_by_state.xlsx,2
2013,Q2,Kelantan,89472.84,Detached house,detached_by_state.xlsx,2
2013,Q2,Kelantan,247794.32,Semi-detached house,semi_detached_by_state.xlsx,2
2013,Q2,Kelantan,165030.93,Terraced house,terraced_by_state.xlsx,2
2013,Q2,Kuala Lumpur,565837.9,All houses,all_houses_by_state.xlsx,2
2013,Q2,Kuala Lumpur,3393157.500667499,Detached house,detached_by_state.xlsx,2
2013,Q2,Kuala Lumpur,1922189.53,Semi-detached house,semi_detached_by_state.xlsx,2
2013,Q2,Kuala Lumpur,538006.55,Terraced house,terraced_by_state.xlsx,2
2013,Q2,Melaka,129778.0,All houses,all_houses_by_state.xlsx,2
2013,Q2,Melaka,229646.25,Detached house,detached_by_state.xlsx,2
2013,Q2,Melaka,297585.14,Semi-detached house,semi_detached_by_state.xlsx,2
2013,Q2,Melaka,110502.06,Terraced house,terraced_by_state.xlsx,2
2013,Q2,Negeri Sembilan,169044.9125561679,All houses,all_houses_by_state.xlsx,2
2013,Q2,Negeri Sembilan,327883.45,Detached house,detached_by_state.xlsx,2
2013,Q2,Negeri Sembilan,250652.27,Semi-detached house,semi_detached_by_state.xlsx,2
2013,Q2,Negeri Sembilan,143103.33,Terraced house,terraced_by_state.xlsx,2
2013,Q2,Pahang,183674.8,All houses,all_houses_by_state.xlsx,2
2013,Q2,Pahang,197417.18,Detached house,detached_by_state.xlsx,2
2013,Q2,Pahang,263611.72,Semi-detached house,semi_detached_by_state.xlsx,2
2013,Q2,Pahang,169288.78,Terraced house,terraced_by_state.xlsx,2
2013,Q2,Penang,316924.29,All houses,all_houses_by_state.xlsx,2
2013,Q2,Penang,510784.97,Detached house,detached_by_state.xlsx,2
2013,Q2,Penang,441828.59,Semi-detached house,semi_detached_by_state.xlsx,2
2013,Q2,Penang,366157.62,Terraced house,terraced_by_state.xlsx,2
2013,Q2,Perak,149400.18,All houses,all_houses_by_state.xlsx,2
2013,Q2,Perak,146147.18,Detached house,detached_by_state.xlsx,2
2013,Q2,Perak,270731.01,Semi-detached house,semi_detached_by_state.xlsx,2
2013,Q2,Perak,134409.8,Terraced house,terraced_by_state.xlsx,2
2013,Q2,Perlis,136476.82,All houses,all_houses_by_state.xlsx,2
2013,Q2,Perlis,262259.9,Semi-detached house,semi_detached_by_state.xlsx,2
2013,Q2,Perlis,109074.07,Terraced house,terraced_by_state.xlsx,2
2013,Q2,Sabah,348819.45,All houses,all_houses_by_state.xlsx,2
2013,Q2,Sabah,470765.66,Detached house,detached_by_state.xlsx,2
2013,Q2,Sabah,533513.25,Semi-detached house,semi_detached_by_state.xlsx,2
2013,Q2,Sabah,345385.25,Terraced house,terraced_by_state.xlsx,2
2013,Q2,Sarawak,339746.54,All houses,all_houses_by_state.xlsx,2
2013,Q2,Sarawak,448647.39,Detached house,detached_by_state.xlsx,2
2013,Q2,Sarawak,431140.59,Semi-detached house,semi_detached_by_state.xlsx,2
2013,Q2,Sarawak,249869.98,Terraced house,terraced_by_state.xlsx,2
2013,Q2,Selangor,332640.06,All houses,all_houses_by_state.xlsx,2
2013,Q2,Selangor,620526.6856188747,Detached house,detached_by_state.xlsx,2
2013,Q2,Selangor,894043.38,Semi-detached house,semi_detached_by_state.xlsx,2
2013,Q2,Selangor,336966.16,Terraced house,terraced_by_state.xlsx,2
2013,Q2,Terengganu,226552.97,All houses,all_houses_by_state.xlsx,2
2013,Q2,Terengganu,288087.44,Detached house,detached_by_state.xlsx,2
2013,Q2,Terengganu,270755.63,Semi-detached house,semi_detached_by_state.xlsx,2
2013,Q2,Terengganu,149956.39,Terraced house,terraced_by_state.xlsx,2
2013,Q3,Johor,237382.08,All houses,all_houses_by_state.xlsx,3
2013,Q3,Johor,307150.67,Detached house,detached_by_state.xlsx,3
2013,Q3,Johor,642678.74,Semi-detached house,semi_detached_by_state.xlsx,3
2013,Q3,Johor,190700.59,Terraced house,terraced_by_state.xlsx,3
2013,Q3,Kedah,164809.0,All houses,all_houses_by_state.xlsx,3
2013,Q3,Kedah,338025.69,Detached house,detached_by_state.xlsx,3
2013,Q3,Kedah,238501.67,Semi-detached house,semi_detached_by_state.xlsx,3
2013,Q3,Kedah,123793.74,Terraced house,terraced_by_state.xlsx,3
2013,Q3,Kelantan,140211.37286821706,All houses,all_houses_by_state.xlsx,3
2013,Q3,Kelantan,92739.04,Detached house,detached_by_state.xlsx,3
2013,Q3,Kelantan,254795.69000000003,Semi-detached house,semi_detached_by_state.xlsx,3
2013,Q3,Kelantan,163085.56,Terraced house,terraced_by_state.xlsx,3
2013,Q3,Kuala Lumpur,594988.53,All houses,all_houses_by_state.xlsx,3
2013,Q3,Kuala Lumpur,3182182.0,Detached house,detached_by_state.xlsx,3
2013,Q3,Kuala Lumpur,2007424.83,Semi-detached house,semi_detached_by_state.xlsx,3
2013,Q3,Kuala Lumpur,583485.87,Terraced house,terraced_by_state.xlsx,3
2013,Q3,Melaka,126305.75,All houses,all_houses_by_state.xlsx,3
2013,Q3,Melaka,221759.58,Detached house,detached_by_state.xlsx,3
2013,Q3,Melaka,288784.58,Semi-detached house,semi_detached_by_state.xlsx,3
2013,Q3,Melaka,112179.15703204049,Terraced house,terraced_by_state.xlsx,3
2013,Q3,Negeri Sembilan,173151.26670732984,All houses,all_houses_by_state.xlsx,3
2013,Q3,Negeri Sembilan,321188.88,Detached house,detached_by_state.xlsx,3
2013,Q3,Negeri Sembilan,261701.43128979593,Semi-detached house,semi_detached_by_state.xlsx,3
2013,Q3,Negeri Sembilan,147959.53,Terraced house,terraced_by_state.xlsx,3
2013,Q3,Pahang,187041.67,All houses,all_houses_by_state.xlsx,3
2013,Q3,Pahang,201102.19,Detached house,detached_by_state.xlsx,3
2013,Q3,Pahang,260735.14,Semi-detached house,semi_detached_by_state.xlsx,3
2013,Q3,Pahang,173423.93,Terraced house,terraced_by_state.xlsx,3
2013,Q3,Penang,330310.98,All houses,all_houses_by_state.xlsx,3
2013,Q3,Penang,552872.41,Detached house,detached_by_state.xlsx,3
2013,Q3,Penang,455945.62,Semi-detached house,semi_detached_by_state.xlsx,3
2013,Q3,Penang,377196.42,Terraced house,terraced_by_state.xlsx,3
2013,Q3,Perak,154803.47,All houses,all_houses_by_state.xlsx,3
2013,Q3,Perak,152880.37,Detached house,detached_by_state.xlsx,3
2013,Q3,Perak,285787.76,Semi-detached house,semi_detached_by_state.xlsx,3
2013,Q3,Perak,138291.84,Terraced house,terraced_by_state.xlsx,3
2013,Q3,Perlis,136881.32,All houses,all_houses_by_state.xlsx,3
2013,Q3,Perlis,266315.16,Semi-detached house,semi_detached_by_state.xlsx,3
2013,Q3,Perlis,108683.23,Terraced house,terraced_by_state.xlsx,3
2013,Q3,Sabah,359468.68,All houses,all_houses_by_state.xlsx,3
2013,Q3,Sabah,518072.64,Detached house,detached_by_state.xlsx,3
2013,Q3,Sabah,527521.11,Semi-detached house,semi_detached_by_state.xlsx,3
2013,Q3,Sabah,358191.55,Terraced house,terraced_by_state.xlsx,3
2013,Q3,Sarawak,346097.65,All houses,all_houses_by_state.xlsx,3
2013,Q3,Sarawak,445825.2,Detached house,detached_by_state.xlsx,3
2013,Q3,Sarawak,440149.51,Semi-detached house,semi_detached_by_state.xlsx,3
2013,Q3,Sarawak,256820.66,Terraced house,terraced_by_state.xlsx,3
2013,Q3,Selangor,348306.06,All houses,all_houses_by_state.xlsx,3
2013,Q3,Selangor,659579.83,Detached house,detached_by_state.xlsx,3
2013,Q3,Selangor,896824.18,Semi-detached house,semi_detached_by_state.xlsx,3
2013,Q3,Selangor,351386.45,Terraced house,terraced_by_state.xlsx,3
2013,Q3,Terengganu,229369.65,All houses,all_houses_by_state.xlsx,3
2013,Q3,Terengganu,287034.62,Detached house,detached_by_state.xlsx,3
2013,Q3,Terengganu,272299.79,Semi-detached house,semi_detached_by_state.xlsx,3
2013,Q3,Terengganu,156654.9,Terraced house,terraced_by_state.xlsx,3
2013,Q4,Johor,243852.18,All houses,all_houses_by_state.xlsx,4
2013,Q4,Johor,312014.47,Detached house,detached_by_state.xlsx,4
2013,Q4,Johor,654973.24,Semi-detached house,semi_detached_by_state.xlsx,4
2013,Q4,Johor,188137.41002688173,Terraced house,terraced_by_state.xlsx,4
2013,Q4,Kedah,164407.72,All houses,all_houses_by_state.xlsx,4
2013,Q4,Kedah,323328.56,Detached house,detached_by_state.xlsx,4
2013,Q4,Kedah,234507.92,Semi-detached house,semi_detached_by_state.xlsx,4
2013,Q4,Kedah,125850.87,Terraced house,terraced_by_state.xlsx,4
2013,Q4,Kelantan,147651.16,All houses,all_houses_by_state.xlsx,4
2013,Q4,Kelantan,113083.19,Detached house,detached_by_state.xlsx,4
2013,Q4,Kelantan,254795.69,Semi-detached house,semi_detached_by_state.xlsx,4
2013,Q4,Kelantan,169753.44,Terraced house,terraced_by_state.xlsx,4
