state,area,period_label,average_price_rm,year,quarter,property_type,price_type
Perak,Hilir Perak,2018_Q1,157710.04,2018,1,Terraced house,published_average
Perak,Kinta/Ipoh,2018_Q1,194873.44,2018,1,Terraced house,published_average
Perak,Larut Matang,2018_Q1,182668.54,2018,1,Terraced house,published_average
Perak,Manjung,2018_Q1,227360.27,2018,1,Terraced house,published_average
Perlis,Kangar,2018_Q1,138760.02,2018,1,Terraced house,published_average
Sabah,Kota Kinabalu,2018_Q1,479867.42,2018,1,Terraced house,published_average
Sabah,Sandakan,2018_Q1,335000.0,2018,1,Terraced house,published_average
Sabah,State average,,329742.45,2018,1,High-rise unit,published_average
Sabah,Tawau,2018_Q1,394954.3,2018,1,Terraced house,published_average
Sarawak,Kuching,2018_Q1,436132.29,2018,1,Terraced house,published_average
Sarawak,Miri,2018_Q1,290293.03,2018,1,Terraced house,published_average
Sarawak,Sibu,2018_Q1,325953.69,2018,1,Terraced house,published_average
Selangor,Gombak,2018_Q1,454713.65,2018,1,Terraced house,published_average
Selangor,Hulu Langat,,230997.77,2018,1,High-rise unit,published_average
Selangor,Hulu Langat,2018_Q1,449072.22,2018,1,Terraced house,published_average
Selangor,Klang,2018_Q1,364421.19,2018,1,Terraced house,published_average
Selangor,Kuala Selangor,2018_Q1,262894.19,2018,1,Terraced house,published_average
Selangor,Petaling,,358150.73,2018,1,High-rise unit,published_average
Selangor,Petaling,2018_Q1,692754.2,2018,1,Terraced house,published_average
Selangor,Sepang,2018_Q1,459521.28,2018,1,Terraced house,published_average
Selangor,State average,,270744.79,2018,1,High-rise unit,published_average
Terengganu,Kemaman,2018_Q1,175572.32,2018,1,Terraced house,published_average
Terengganu,Kuala Terengganu,2018_Q1,208680.03,2018,1,Terraced house,published_average
Johor,Batu Pahat,2018_Q2,222057.97,2018,2,Terraced house,published_average
Johor,Johor Bahru,2018_Q2,347067.84,2018,2,Terraced house,published_average
Johor,Kluang,2018_Q2,171817.01,2018,2,Terraced house,published_average
Johor,Kota Tinggi/Pontian,2018_Q2,211990.34,2018,2,Terraced house,published_average
Johor,Kulai Jaya,2018_Q2,282731.09,2018,2,Terraced house,published_average
Johor,Muar,2018_Q2,264157.74,2018,2,Terraced house,published_average
Johor,Segamat,2018_Q2,175012.22,2018,2,Terraced house,published_average
Johor,State average,,247880.88,2018,2,High-rise unit,published_average
Kedah,Kota Setar,2018_Q2,195466.18,2018,2,Terraced house,published_average
Kedah,Kuala Muda,2018_Q2,135454.87,2018,2,Terraced house,published_average
Kedah,Kubang Pasu,2018_Q2,150342.08,2018,2,Terraced house,published_average
Kedah,Kulim,2018_Q2,171246.69,2018,2,Terraced house,published_average
Kelantan,Kota Bharu,2018_Q2,169135.69,2018,2,Terraced house,published_average
Kuala Lumpur,KL Central,,519583.07,2018,2,High-rise unit,published_average
Kuala Lumpur,KL Central,2018_Q2,1102345.65,2018,2,Terraced house,published_average
Kuala Lumpur,KL North,,494218.67,2018,2,High-rise unit,published_average
Kuala Lumpur,KL North,2018_Q2,749153.36,2018,2,Terraced house,published_average
Kuala Lumpur,KL South,,337907.61,2018,2,High-rise unit,published_average
Kuala Lumpur,KL South,2018_Q2,739379.21,2018,2,Terraced house,published_average
Kuala Lumpur,State average,,476407.06,2018,2,High-rise unit,published_average
Melaka,Alor Gajah-Jasin,2018_Q2,133025.11,2018,2,Terraced house,published_average
Melaka,Melaka Tengah,2018_Q2,214349.93,2018,2,Terraced house,published_average
Melaka,State average,,126146.81,2018,2,High-rise unit,published_average
Negeri Sembilan,Port Dickson,2018_Q2,176555.2,2018,2,Terraced house,published_average
Negeri Sembilan,Seremban,2018_Q2,253987.39,2018,2,Terraced house,published_average
Negeri Sembilan,State average,,104137.52,2018,2,High-rise unit,published_average
Negeri Sembilan,Tampin & Others,2018_Q2,135691.1,2018,2,Terraced house,published_average
Pahang,Bentong,2018_Q2,218067.09,2018,2,Terraced house,published_average
Pahang,Jerantut-Lipis-Raub,2018_Q2,162720.29,2018,2,Terraced house,published_average
Pahang,Kuantan,2018_Q2,247700.67,2018,2,Terraced house,published_average
Pahang,Temerloh,2018_Q2,161535.63,2018,2,Terraced house,published_average
Penang,Pulau Pinang (Island),,356951.25,2018,2,High-rise unit,published_average
Penang,Pulau Pinang (Island),2018_Q2,953125.3,2018,2,Terraced house,published_average
Penang,Seberang Perai,,126399.82,2018,2,High-rise unit,published_average
Penang,Seberang Perai,2018_Q2,291330.5,2018,2,Terraced house,published_average
Penang,State average,,330117.47,2018,2,High-rise unit,published_average
Perak,Batang Padang,2018_Q2,128127.74,2018,2,Terraced house,published_average
Perak,Hilir Perak,2018_Q2,159699.28,2018,2,Terraced house,published_average
Perak,Kinta/Ipoh,2018_Q2,197642.72,2018,2,Terraced house,published_average
Perak,Larut Matang,2018_Q2,184911.04,2018,2,Terraced house,published_average
Perak,Manjung,2018_Q2,230857.52,2018,2,Terraced house,published_average
Perlis,Kangar,2018_Q2,143252.21,2018,2,Terraced house,published_average
Sabah,Kota Kinabalu,2018_Q2,490783.09,2018,2,Terraced house,published_average
Sabah,Sandakan,2018_Q2,323056.65,2018,2,Terraced house,published_average
Sabah,State average,,331797.12,2018,2,High-rise unit,published_average
Sabah,Tawau,2018_Q2,388258.68,2018,2,Terraced house,published_average
Sarawak,Kuching,2018_Q2,439103.62,2018,2,Terraced house,published_average
Sarawak,Miri,2018_Q2,286312.27,2018,2,Terraced house,published_average
Sarawak,Sibu,2018_Q2,335072.7,2018,2,Terraced house,published_average
Selangor,Gombak,2018_Q2,466380.91,2018,2,Terraced house,published_average
Selangor,Hulu Langat,,222498.42,2018,2,High-rise unit,published_average
Selangor,Hulu Langat,2018_Q2,450756.5,2018,2,Terraced house,published_average
Selangor,Klang,2018_Q2,367867.88,2018,2,Terraced house,published_average
Selangor,Kuala Selangor,2018_Q2,258147.98,2018,2,Terraced house,published_average
Selangor,Petaling,,344310.47,2018,2,High-rise unit,published_average
Selangor,Petaling,2018_Q2,694665.88,2018,2,Terraced house,published_average
Selangor,Sepang,2018_Q2,439725.83,2018,2,Terraced house,published_average
Selangor,State average,,260380.77,2018,2,High-rise unit,published_average
Terengganu,Kemaman,2018_Q2,178727.05,2018,2,Terraced house,published_average
Terengganu,Kuala Terengganu,2018_Q2,209605.77,2018,2,Terraced house,published_average
